trade_date,quad,up_limit_count,lu_value_ratio,fwd_ret_5d,fwd_ret_10d,fwd_ret_20d,fwd_min_5d,fwd_min_10d,fwd_min_20d
2024-01-02,LC-LV,17.0,0.014512372999554178,-0.014215080346106301,-0.02612653107090679,0.015900662995842252,-0.017249129115630923,-0.026800764130801236,-0.03590291043937521
2024-01-03,LC-LV,17.0,0.007207240584233143,-0.005015388122649012,-0.021600364755499868,0.021315399521258493,-0.006098256012766479,-0.02205630913028611,-0.02205630913028611
2024-01-04,LC-LV,16.0,0.014011769710589062,0.001652798358600327,-0.015160150461643651,0.02507694061324517,-0.006098256012766479,-0.02205630913028611,-0.02205630913028611
2024-01-05,LC-LV,12.0,0.021555761907971472,-0.0017124265083623413,0.009075860494320409,0.03225069924082424,-0.004566470688966318,-0.020549118100348207,-0.020549118100348207
2024-01-08,LC-LV,14.0,0.007051126410685449,-0.002046035805626567,0.01261722080136396,0.02790565501562936,-0.008866155157715272,-0.024779766979255435,-0.024779766979255435
2024-01-09,LC-LV,14.0,0.0328391762991805,-0.01208321459105155,0.018523795953263145,0.06394984326018816,-0.012767170133941241,-0.02200056996295241,-0.02200056996295241
2024-01-10,LC-LV,20.0,0.03379387461299246,-0.016668576010997804,0.025489746820941628,0.06736166800320764,-0.017126818650475384,-0.017126818650475384,-0.017126818650475384
2024-01-11,HC-LV,28.0,0.03777450913122697,-0.01678520625889046,0.0238975817923186,0.062361308677098215,-0.023669985775248925,-0.023669985775248925,-0.023669985775248925
2024-01-12,LC-LV,10.0,0.00440389591802742,0.010806792841214552,0.029161187031848668,0.07227400080050317,-0.01886900337354913,-0.01886900337354913,-0.01886900337354913
2024-01-15,HC-HV,33.0,0.047260357010206436,0.014693319665129101,0.032234181901019454,0.06452531465345412,-0.02278034056609146,-0.02278034056609146,-0.02278034056609146
2024-01-16,LC-LV,18.0,0.023256584049664363,0.030981365026250485,0.043154676051462504,0.08977095713379102,-0.010038654589511364,-0.010038654589511364,-0.010038654589511364
2024-01-17,LC-LV,5.0,0.0036390201888926096,0.04287295392322488,0.043863225956777496,0.1017067629754762,0.002796062212384154,0.002796062212384154,0.002796062212384154
2024-01-18,LC-LV,11.0,0.009736897885217468,0.04137731481481488,0.04085648148148158,0.09739583333333335,0.012962962962963065,0.012962962962963065,0.012962962962963065
2024-01-19,HC-HV,25.0,0.06505212364255604,0.0181581626880869,0.022966398913904396,0.06725873967643392,0.0039031564656635265,0.0039031564656635265,0.0039031564656635265
2024-01-22,LC-HV,23.0,0.10662719608240605,0.01728686086322062,0.015097940169501056,0.06448897120727404,-0.0015154066341135364,-0.0015154066341135364,-0.0015154066341135364
2024-01-23,LC-LV,15.0,0.017251627840645507,0.011807498601007271,0.04459988808058202,0.06105204252937879,0.0003357582540570725,0.0003357582540570725,0.0003357582540570725
2024-01-24,LC-LV,23.0,0.019116737743979838,0.0009495615260011192,0.04083114561805279,0.078813606658102,5.585656035300701e-05,-0.0011729877674132583,-0.0011729877674132583
2024-01-25,LC-LV,15.0,0.011410758338947169,-0.0005001389274799095,0.037565990552931305,0.07746596276743545,-0.006279522089469247,-0.006279522089469247,-0.006279522089469247
2024-01-26,LC-LV,13.0,0.00223247964754612,0.004722484582476705,0.04189121617867664,0.08389354964164686,-0.006500361131173915,-0.006500361131173915,-0.006500361131173915
2024-01-29,LC-HV,24.0,0.0484566807446372,-0.002151724137931077,0.03128275862068963,0.08739310344827578,-0.013406896551724112,-0.013406896551724112,-0.013406896551724112
2024-01-30,LC-HV,20.0,0.0647525013008571,0.032409711852220635,0.04468779381671362,0.09457441513190634,-0.01100602842763121,-0.01100602842763121,-0.01100602842763121
2024-01-31,HC-HV,33.0,0.046718668985476317,0.039843749999999956,0.05541294642857153,0.10016741071428581,-0.0021205357142857206,-0.0021205357142857206,-0.0021205357142857206
2024-02-01,LC-HV,22.0,0.06290605988722185,0.03808517736016892,0.05432002668742353,0.10947403536083611,-0.0015567663738462745,-0.0015567663738462745,-0.0015567663738462745
2024-02-02,HC-HV,27.0,0.05326795259533954,0.03699402786994033,0.043297942932979394,0.10191329351913292,-0.006967485069674817,-0.006967485069674817,-0.006967485069674817
2024-02-05,LC-LV,15.0,0.029441315537775674,0.03350657967488657,0.04865641932986842,0.1024549375207342,0.024604666592944913,0.024604666592944913,0.024604666592944913
2024-02-15,HC-HV,51.0,0.11726082814657575,0.01189264477420049,0.01574971875502218,0.056945411689077075,-0.0038035035088659352,-0.0038035035088659352,-0.0038035035088659352
2024-02-16,HC-HV,53.0,0.07919658256061331,0.014972630675110121,0.03649243318664808,0.06895996565418061,-0.002039283031018524,-0.002039283031018524,-0.002039283031018524
2024-02-19,HC-LV,48.0,0.027800588467843005,0.015639226608108903,0.038455358577473175,0.06405655829896628,-0.004016924642493702,-0.004016924642493702,-0.004016924642493702
2024-02-20,HC-LV,43.0,0.03437381891886787,0.006079027355623046,0.04031354983202684,0.05300485255692422,-0.003946035301018558,-0.003946035301018558,-0.003946035301018558
2024-02-21,HC-HV,45.0,0.07784464784188387,0.014658677509094886,0.05440830301733368,0.08410014979670444,0.0031029317355018016,0.0031029317355018016,0.0031029317355018016
2024-02-22,HC-HV,31.0,0.048416699280064576,0.003811742283868824,0.04775266027846903,0.07162899041770343,-0.007358780242469165,-0.007358780242469165,-0.007358780242469165
2024-02-23,HC-LV,31.0,0.028808315027413853,0.021202347591603665,0.04240469518320733,0.0696875165230264,-0.008618410617035943,-0.008618410617035943,-0.008618410617035943
2024-02-26,HC-HV,42.0,0.04649688977536969,0.022464799873437746,0.05231239782734809,0.06454674893213097,-0.011232399936718873,-0.011232399936718873,-0.011232399936718873
2024-02-27,LC-LV,13.0,0.018271406283369696,0.03402766735570051,0.05618275295489483,0.07388562039539948,-0.003286161021890055,-0.003286161021890055,-0.003286161021890055
2024-02-29,HC-HV,40.0,0.1146810675739394,0.039175366445217685,0.051302330486133085,0.06522197616787939,-0.0022144890857324073,-0.0022144890857324073,-0.0022144890857324073
2024-03-01,HC-HV,29.0,0.052608464188021765,0.043774062549443604,0.04055693265123139,0.06956384156953743,0.009282210853857942,0.009282210853857942,0.009282210853857942
2024-03-04,HC-LV,41.0,0.037231120469912705,0.020762141451796667,0.03132442787615197,0.05042974008491252,-0.0022263642953298524,-0.0022263642953298524,-0.0022263642953298524
2024-03-05,HC-HV,46.0,0.06407203071472835,0.029191809789055556,0.024653153850121123,0.05848677084945075,-0.006085925009025717,-0.006085925009025717,-0.006085925009025717
2024-03-06,HC-HV,37.0,0.05028551244842499,0.021426008508893313,0.012199497667743087,0.04305705059203446,0.0038443795171458905,0.0038443795171458905,0.0038443795171458905
2024-03-07,LC-HV,24.0,0.05272426715403331,0.011669795524887006,0.028159723983966822,0.037597036886701574,-0.0036024151402912485,-0.0036024151402912485,-0.0036024151402912485
2024-03-08,LC-LV,15.0,0.0043127129400105145,-0.003082209084937615,0.022788136021423933,0.05472184326208884,-0.005659137992016561,-0.005659137992016561,-0.005659137992016561
2024-03-11,HC-LV,35.0,0.04041953718751429,0.010347451179305134,0.02617296474765407,0.05762110068475779,-0.0008622875982754463,-0.0008622875982754463,-0.0008622875982754463
2024-03-12,HC-HV,47.0,0.08981431885849032,-0.004409922325231741,0.011626158857429125,0.039989977449260916,-0.011626158857429236,-0.011626158857429236,-0.011626158857429236
2024-03-13,LC-LV,14.0,0.03598012502150374,-0.009032970341747326,0.01676117830079793,0.04155166357203788,-0.010237366387313651,-0.010237366387313651,-0.010237366387313651
2024-03-14,LC-HV,13.0,0.05773134536041016,0.016299714128090725,0.013240383168664493,0.028537037965795653,-0.010833040774361757,-0.010833040774361757,-0.010833040774361757
2024-03-15,LC-LV,5.0,0.004522092661582047,0.02595032944754183,0.027876330461226617,0.011302584896097256,5.068423720233639e-05,5.068423720233639e-05,5.068423720233639e-05
2024-03-18,HC-HV,28.0,0.04693783716541283,0.0156634369195241,0.01852502635674491,0.013354084040363423,-0.009438224810482398,-0.009438224810482398,-0.009438224810482398
2024-03-19,LC-LV,21.0,0.023362846655279806,0.01610711229677353,0.03301958020838569,0.024714350430361964,-0.0068455227261287055,-0.0068455227261287055,-0.0068455227261287055
2024-03-20,LC-HV,17.0,0.04270968373818401,0.02602927026890156,0.030485643388869166,-0.010178761330835062,0.014280650225350744,0.014280650225350744,-0.024408770952549785
2024-03-21,LC-HV,23.0,0.058499567650219915,-0.0030102645084879587,0.009178839320963306,-0.03651796288985398,-0.011152783260955368,-0.011152783260955368,-0.049299249901302855
2024-03-22,LC-LV,22.0,0.03993494716382162,0.0018772848532753184,0.031222211243948195,-0.027912261634225888,-0.01007805552810992,-0.01007805552810992,-0.04826598162236928
2024-03-25,HC-HV,30.0,0.05483099910019238,0.002817458355988345,0.030646038258118624,-0.0030151747318472033,-0.009539815135188534,-0.009539815135188534,-0.04774850476990755
2024-03-26,LC-LV,13.0,0.029234559185721848,0.016644375092881525,0.02803784613860416,-0.014960122851339963,-0.005250904047159111,-0.005250904047159111,-0.04567295784415715
2024-03-27,LC-HV,24.0,0.04286904854295876,0.004343319678199453,0.024381817284438112,-0.0040965401510291155,-0.008884062978135376,-0.008884062978135376,-0.04915848181234883
2024-03-28,LC-LV,17.0,0.02558282636202262,0.012225907043508455,0.01509676780676128,0.017274662178884403,-0.0005444735930307809,-0.0005444735930307809,-0.04642874820571208
2024-03-29,LC-LV,13.0,0.01822143883411505,0.029289940828402417,-0.016124260355029563,0.0065581854043392784,-0.0010355029585799036,-0.02376725838264304,-0.05004930966469423
2024-04-01,HC-HV,26.0,0.04596401275061325,0.027750394321766514,-0.005076892744479533,0.00014787066246046976,-0.0006407728706624427,-0.02415220820189279,-0.050423895899053606
2024-04-02,LC-HV,22.0,0.059998016497660615,0.011206938556741264,-0.008039760268966578,-0.006870340593480462,-0.012084003313355796,-0.035326219363640776,-0.06129708132339329
2024-04-03,LC-HV,21.0,0.050523230647627336,0.019951840385276975,-0.039461398594525576,0.012433043392795717,0.001277704064081675,-0.05327043097940931,-0.05327043097940931
2024-04-08,HC-HV,43.0,0.044035592487934705,0.0028361858190708578,-0.045281173594132085,0.009779951100244544,0.0004889975550121939,-0.05794621026894864,-0.05794621026894864
2024-04-09,HC-HV,40.0,0.06627848670916305,-0.04412187410175339,-0.057344064386317894,-0.007138066494203343,-0.0515473795151864,-0.07708153684008812,-0.07708153684008812
2024-04-10,HC-HV,32.0,0.058635483792622824,-0.031940914104839124,-0.032660304062155254,-0.011462279986571344,-0.050501175003596965,-0.07606349815356572,-0.07606349815356572
2024-04-11,HC-LV,31.0,0.03265340008522199,-0.019033392762492163,-0.04182527827302074,0.002698405049872399,-0.04601744326121526,-0.07170047703946414,-0.07170047703946414
2024-04-12,HC-HV,36.0,0.14970131092704758,-0.05825102384967473,-0.027800529992772827,0.006167188629246034,-0.07178993013731627,-0.07178993013731627,-0.07178993013731627
2024-04-15,HC-LV,26.0,0.03680501920551234,-0.04798127559976595,0.00214550419348547,0.02462453676613996,-0.06061049346596448,-0.06061049346596448,-0.06061049346596448
2024-04-16,LC-LV,9.0,0.0017326006188850371,-0.013832506390016541,0.023054177316694124,0.059640154362752495,-0.03448103042149053,-0.03448103042149053,-0.03448103042149053
2024-04-17,HC-HV,48.0,0.17816509380903128,-0.0007431260837255094,0.005251424324993703,0.05870696061431757,-0.04557839980183309,-0.04557839980183309,-0.04557839980183309
2024-04-18,HC-HV,50.0,0.07579218359352537,-0.023234109441006012,0.001178897730621964,0.04804008252284109,-0.05368896748207097,-0.05368896748207097,-0.05368896748207097
2024-04-19,LC-LV,22.0,0.014274084641893744,0.03233398137726384,0.05402639926327635,0.08983935332037252,-0.005167297656809566,-0.005167297656809566,-0.005167297656809566
2024-04-22,LC-LV,22.0,0.0032021803057050643,0.05265314484736727,0.05767260807211638,0.08978692890801065,0.001536570374923274,0.001536570374923274,0.001536570374923274
2024-04-23,LC-LV,19.0,0.006876026723146839,0.03740407582456684,0.05326015144585039,0.09686435940438076,0.007978858565838243,0.007978858565838243,0.007978858565838243
2024-04-24,HC-HV,44.0,0.10189802071458381,0.005999008428358987,0.021913733267228563,0.07109568666336141,-0.016658403569657865,-0.016658403569657865,-0.016658403569657865
2024-04-25,HC-LV,30.0,0.03784439071393543,0.024993713854664312,0.04646718632134772,0.08448579331154127,0.009303495096806724,0.009303495096806724,0.009303495096806724
2024-04-26,HC-HV,34.0,0.08443034992140755,0.021012984438497417,0.034939042521558106,0.08410149667955191,0.0018336802458123191,0.0018336802458123191,0.0018336802458123191
2024-04-29,HC-LV,35.0,0.04128308996507456,0.004768392370572139,0.02243090696769179,0.06821720513818597,-0.016397430906967658,-0.016397430906967658,-0.016397430906967658
2024-04-30,HC-HV,25.0,0.057320651714149934,0.015284377602508226,0.03576152451868908,0.06412580218488229,-0.009699701170822528,-0.009699701170822528,-0.009699701170822528
2024-05-02,HC-HV,44.0,0.04696487170567509,0.015819821595781436,0.053176285052486394,0.05421122665221034,0.0007392439998028522,0.0007392439998028522,0.0007392439998028522
2024-05-03,HC-LV,25.0,0.026426567844728053,0.020949857717593945,0.046806005298793085,0.044303797468354444,0.0075556863899519655,0.0075556863899519655,0.0075556863899519655
2024-05-06,HC-HV,34.0,0.04645346835893996,0.013639452480341818,0.033977283758858334,0.051063003591884204,-0.003203572468692406,-0.003203572468692406,-0.003203572468692406
2024-05-07,HC-LV,29.0,0.02521330496880811,0.017578692493946724,0.0303631961259081,0.03244552058111383,-0.003680387409200958,-0.003680387409200958,-0.003680387409200958
2024-05-08,LC-LV,17.0,0.025761283570230976,0.02016887816646573,0.04139927623642947,0.035609167671893927,-0.0057901085645355455,-0.0057901085645355455,-0.0057901085645355455
2024-05-09,LC-LV,14.0,0.012998768484093298,0.03677469435280423,0.04812730448282543,0.06127498544537158,0.00019406171162428265,0.00019406171162428265,0.00019406171162428265
2024-05-10,LC-HV,21.0,0.06889927183172335,0.025325580277764326,0.03633043394684998,0.052285068960545855,0.0011533471094238301,0.0011533471094238301,0.0011533471094238301
2024-05-13,HC-HV,25.0,0.08134024481413718,0.020064167025810375,0.04750275343580901,0.04381554374371488,-0.0007182876023560381,-0.0007182876023560381,-0.0007182876023560381
2024-05-14,LC-HV,24.0,0.05696853057069664,0.012563651073145277,0.044781801741778926,0.04916004378242045,0.004901727502022668,0.004901727502022668,0.004901727502022668
2024-05-15,LC-LV,22.0,0.02883502700982475,0.020810670198174286,0.02738495010168851,0.055810433713285645,0.0004729697772312136,0.0004729697772312136,0.0004729697772312136
2024-05-16,HC-LV,39.0,0.036049956424390676,0.010949929808142356,0.000982686008422995,0.05339260645765087,-0.010154422087037873,-0.010154422087037873,-0.010154422087037873
2024-05-17,HC-HV,30.0,0.046154011481935486,0.010733033370828649,-0.0023903262092238586,0.053477690288713964,-0.0085770528683915,-0.0085770528683915,-0.0085770528683915
2024-05-20,LC-LV,22.0,0.024419278201254495,0.026898882734015528,0.01652427002159418,0.06966482020467568,-0.006431321002722701,-0.006431321002722701,-0.006431321002722701
2024-05-21,HC-HV,38.0,0.11500835304428886,0.03181839545048648,0.0020209616017294874,0.09155426046905113,0.0002819946421017683,-0.0011279785684071841,-0.0023969544578652524
2024-05-22,HC-HV,34.0,0.10188624708041422,0.006440253903535087,-0.005559931427512432,0.08316730760320623,-0.007830236760413278,-0.016540795996849322,-0.016540795996849322
2024-05-23,LC-HV,22.0,0.0498914555354171,-0.009859285317533772,0.01254397333827062,0.07433808553971488,-0.01092390298092949,-0.017496759859285338,-0.017496759859285338
2024-05-24,HC-LV,30.0,0.03184120802057152,-0.012984001854857374,0.015395316485045107,0.05476466496638066,-0.014467887781126842,-0.01571991653141669,-0.01571991653141669
2024-05-27,HC-HV,41.0,0.07008198959066374,-0.010102857142857191,-0.0035199999999999676,0.03967999999999994,-0.028434285714285745,-0.029668571428571378,-0.029668571428571378
2024-05-28,HC-HV,46.0,0.04352898988833252,-0.028878564270747975,0.004190580304272551,0.04181470347089378,-0.03193039992712032,-0.03316024414685248,-0.03316024414685248
2024-05-29,HC-HV,46.0,0.04256451730197785,-0.011923395635760947,0.02766780222815579,0.04930485222355219,-0.02283399318663104,-0.02283399318663104,-0.02283399318663104
2024-05-30,LC-LV,23.0,0.013865272773254958,0.022626338179608352,0.052358468514795975,0.07442382310317419,-0.007713524379411862,-0.007713524379411862,-0.007713524379411862
2024-05-31,HC-LV,36.0,0.018291231925388916,0.028752642706131093,0.05600187925769329,0.0801503406154569,-0.0027719050974864823,-0.0027719050974864823,-0.0027719050974864823
2024-06-03,HC-HV,55.0,0.05304834028988957,0.006650041562759723,0.05227671561836145,0.054354853606723985,-0.019765401311535924,-0.019765401311535924,-0.019765401311535924
2024-06-04,HC-LV,31.0,0.011036130144952225,0.034052532833020566,0.08935272045028153,0.08747654784240155,-0.00440900562851787,-0.00440900562851787,-0.00440900562851787
2024-06-05,HC-LV,27.0,0.01894993860803169,0.040068955877556656,0.08922331454130372,0.10068489959465121,0.014816195312864044,0.014816195312864044,0.014816195312864044
2024-06-06,LC-HV,20.0,0.04308728093679293,0.029074285714285608,0.06102857142857143,0.07748571428571438,-0.004297142857142888,-0.004297142857142888,-0.004297142857142888
2024-06-07,HC-LV,33.0,0.041145312198647054,0.026487646709594914,0.03877243458007951,0.09206740649404033,-0.005206192629127249,-0.005206192629127249,-0.005206192629127249
2024-06-11,LC-LV,24.0,0.020578575878677178,0.045325259198091494,0.043352601156069426,0.09542159831177166,-0.0003670061473529662,-0.0003670061473529662,-0.0003670061473529662
2024-06-12,HC-LV,29.0,0.02946146998591997,0.05347908917717503,0.03746711421573079,0.08863285856844771,0.007302912092896685,0.007302912092896685,0.007302912092896685
2024-06-13,HC-HV,31.0,0.071155619716489,0.04726067284863156,0.021054517761949665,0.09156475384132956,-0.0023742328540070634,-0.0023742328540070634,-0.0023742328540070634
2024-06-14,HC-HV,27.0,0.08673441421006654,0.031051485940206902,0.020967526986806373,0.0576162764870507,-0.004042468126693621,-0.004486695393363216,-0.004486695393363216
2024-06-17,HC-LV,40.0,0.030313577901935326,0.011967789295724618,0.02286782043867075,0.06121813409262811,0.008408595453129886,-0.002980824843172969,-0.002980824843172969
2024-06-18,HC-LV,27.0,0.02600953005047324,-0.0018871236724304907,0.001974896866496989,0.0533661019924514,-0.01650136048450801,-0.01650136048450801,-0.01650136048450801
