d,year,gate,day_ret,pl
2024-02-02,2024,True,-16.0,-16.0
2024-02-05,2024,True,78.0,78.0
2024-02-15,2024,True,77.0,77.0
2024-02-16,2024,True,-49.0,-49.0
2024-02-19,2024,True,-9.0,-9.0
2024-02-20,2024,True,119.0,119.0
2024-02-21,2024,True,-63.0,-63.0
2024-02-22,2024,True,2.0,2.0
2024-02-23,2024,True,-77.0,-77.0
2024-02-26,2024,True,56.0,56.0
2024-02-27,2024,True,-83.0,-83.0
2024-02-29,2024,True,158.0,158.0
2024-03-01,2024,True,-7.0,-7.0
2024-03-04,2024,True,170.0,170.0
2024-03-05,2024,True,27.0,27.0
2024-03-06,2024,True,227.0,227.0
2024-03-07,2024,True,21.0,21.0
2024-03-08,2024,True,-139.0,-139.0
2024-03-11,2024,True,24.0,24.0
2024-03-12,2024,True,241.0,241.0
2024-03-13,2024,True,-67.0,-67.0
2024-03-14,2024,True,42.0,42.0
2024-03-15,2024,True,-98.0,-98.0
2024-03-18,2024,True,141.0,141.0
2024-03-19,2024,True,51.0,51.0
2024-03-20,2024,True,-113.0,-113.0
2024-03-21,2024,True,216.0,216.0
2024-03-22,2024,True,16.0,16.0
2024-03-25,2024,True,-25.0,-25.0
2024-03-26,2024,True,-93.0,-93.0
2024-03-27,2024,True,76.0,76.0
2024-03-28,2024,True,-35.0,-35.0
2024-03-29,2024,True,54.0,54.0
2024-04-01,2024,True,-105.0,-105.0
2024-04-02,2024,True,173.0,173.0
2024-04-03,2024,True,-21.0,-21.0
2024-04-08,2024,True,46.0,46.0
2024-04-09,2024,True,336.0,336.0
2024-04-10,2024,True,29.0,29.0
2024-04-11,2024,True,47.0,47.0
2024-04-12,2024,True,10.0,10.0
2024-04-15,2024,True,-36.0,-36.0
2024-04-16,2024,True,-325.0,-325.0
2024-04-17,2024,True,206.0,206.0
2024-04-18,2024,True,288.0,288.0
2024-04-19,2024,True,-294.0,-294.0
2024-04-22,2024,True,-96.0,-96.0
2024-04-23,2024,True,26.0,26.0
2024-04-24,2024,True,240.0,240.0
2024-04-25,2024,True,-55.0,-55.0
2024-04-26,2024,True,52.0,52.0
2024-04-29,2024,True,202.0,202.0
2024-04-30,2024,True,-105.0,-105.0
2024-05-02,2024,True,41.0,41.0
2024-05-03,2024,True,-166.0,-166.0
2024-05-06,2024,True,-83.0,-83.0
2024-05-07,2024,True,-83.0,-83.0
2024-05-08,2024,True,107.0,107.0
2024-05-09,2024,True,-95.0,-95.0
2024-05-10,2024,True,71.0,71.0
2024-05-13,2024,True,-59.0,-59.0
2024-05-14,2024,True,121.0,121.0
2024-05-15,2024,True,-41.0,-41.0
2024-05-16,2024,True,-95.0,-95.0
2024-05-17,2024,True,33.0,33.0
2024-05-20,2024,True,-133.0,-133.0
2024-05-21,2024,True,-47.0,-47.0
2024-05-22,2024,True,290.0,290.0
2024-05-23,2024,True,-26.0,-26.0
2024-05-24,2024,True,117.0,117.0
2024-05-27,2024,True,205.0,205.0
2024-05-28,2024,True,62.0,62.0
2024-05-29,2024,True,-143.0,-143.0
2024-05-30,2024,True,-121.0,-121.0
2024-05-31,2024,True,-220.0,-220.0
2024-06-03,2024,True,185.0,185.0
2024-06-04,2024,True,-240.0,-240.0
2024-06-05,2024,True,113.0,113.0
2024-06-06,2024,True,50.0,50.0
2024-06-07,2024,True,58.0,58.0
2024-06-11,2024,True,-122.0,-122.0
2024-06-12,2024,True,217.0,217.0
2024-06-13,2024,True,15.0,15.0
2024-06-14,2024,True,237.0,237.0
2024-06-17,2024,True,47.0,47.0
2024-06-18,2024,True,60.0,60.0
2024-06-19,2024,True,269.0,269.0
2024-06-20,2024,True,225.0,225.0
2024-06-21,2024,True,176.0,176.0
2024-06-24,2024,True,-304.0,-304.0
2024-06-25,2024,True,135.0,135.0
2024-06-26,2024,True,66.0,66.0
2024-06-27,2024,True,179.0,179.0
2024-06-28,2024,True,75.0,75.0
2024-07-01,2024,True,31.0,31.0
2024-07-02,2024,True,-7.0,-7.0
2024-07-03,2024,True,112.0,112.0
2024-07-04,2024,True,137.0,137.0
2024-07-05,2024,True,-89.0,-89.0
2024-07-08,2024,True,368.0,368.0
2024-07-09,2024,True,-67.0,-67.0
2024-07-10,2024,True,241.0,241.0
2024-07-11,2024,True,116.0,116.0
2024-07-12,2024,True,-230.0,-230.0
2024-07-15,2024,True,-238.0,-238.0
2024-07-16,2024,True,172.0,172.0
2024-07-17,2024,True,-301.0,-301.0
2024-07-18,2024,True,89.0,89.0
2024-07-19,2024,True,-239.0,-239.0
2024-07-22,2024,True,-480.0,-480.0
2024-07-23,2024,True,230.0,230.0
2024-07-26,2024,True,67.0,67.0
2024-07-29,2024,True,-169.0,-169.0
2024-07-30,2024,False,313.0,0.0
2024-07-31,2024,True,240.0,240.0
2024-08-01,2024,True,-68.0,-68.0
2024-08-02,2024,False,-467.0,0.0
2024-08-05,2024,False,-1338.0,0.0
2024-08-06,2024,False,25.0,0.0
2024-08-07,2024,False,631.0,0.0
2024-08-08,2024,False,16.0,0.0
2024-08-09,2024,False,176.0,0.0
2024-08-12,2024,False,27.0,0.0
2024-08-13,2024,False,-79.0,0.0
2024-08-14,2024,True,-126.0,-126.0
2024-08-15,2024,False,-153.0,0.0
2024-08-16,2024,True,43.0,43.0
2024-08-19,2024,True,-39.0,-39.0
2024-08-20,2024,True,-119.0,-119.0
2024-08-21,2024,True,-111.0,-111.0
2024-08-22,2024,False,-129.0,0.0
2024-08-23,2024,False,187.0,0.0
2024-08-26,2024,False,-24.0,0.0
2024-08-27,2024,False,34.0,0.0
2024-08-28,2024,False,220.0,0.0
2024-08-29,2024,False,238.0,0.0
2024-08-30,2024,False,3.0,0.0
2024-09-02,2024,False,-91.0,0.0
2024-09-03,2024,False,-135.0,0.0
2024-09-04,2024,False,-299.0,0.0
2024-09-05,2024,False,-127.0,0.0
2024-09-06,2024,False,108.0,0.0
2024-09-09,2024,False,339.0,0.0
2024-09-10,2024,False,-233.0,0.0
2024-09-11,2024,False,-95.0,0.0
2024-09-12,2024,False,114.0,0.0
2024-09-13,2024,False,20.0,0.0
2024-09-16,2024,False,6.0,0.0
2024-09-18,2024,False,-111.0,0.0
2024-09-19,2024,False,311.0,0.0
2024-09-20,2024,False,-125.0,0.0
2024-09-23,2024,False,47.0,0.0
2024-09-24,2024,False,193.0,0.0
2024-09-25,2024,False,-43.0,0.0
2024-09-26,2024,False,-77.0,0.0
2024-09-27,2024,False,-306.0,0.0
2024-09-30,2024,False,-373.0,0.0
2024-10-01,2024,False,145.0,0.0
2024-10-04,2024,False,-47.0,0.0
2024-10-07,2024,False,209.0,0.0
2024-10-08,2024,False,-31.0,0.0
2024-10-09,2024,False,-68.0,0.0
2024-10-11,2024,False,83.0,0.0
2024-10-14,2024,False,21.0,0.0
2024-10-15,2024,False,57.0,0.0
2024-10-16,2024,False,111.0,0.0
2024-10-17,2024,False,114.0,0.0
2024-10-18,2024,False,-163.0,0.0
2024-10-21,2024,False,-243.0,0.0
2024-10-22,2024,False,73.0,0.0
2024-10-23,2024,False,-92.0,0.0
2024-10-24,2024,False,-79.0,0.0
2024-10-25,2024,False,211.0,0.0
2024-10-28,2024,False,-324.0,0.0
2024-10-29,2024,False,-161.0,0.0
2024-10-30,2024,False,-168.0,0.0
2024-11-01,2024,False,356.0,0.0
2024-11-04,2024,False,274.0,0.0
2024-11-05,2024,True,327.0,327.0
2024-11-06,2024,True,74.0,74.0
2024-11-07,2024,True,349.0,349.0
2024-11-08,2024,True,9.0,9.0
2024-11-11,2024,True,18.0,18.0
2024-11-12,2024,True,-144.0,-144.0
2024-11-13,2024,True,28.0,28.0
2024-11-14,2024,True,-102.0,-102.0
2024-11-15,2024,True,49.0,49.0
2024-11-18,2024,True,-80.0,-80.0
2024-11-19,2024,True,209.0,209.0
2024-11-20,2024,True,-174.0,-174.0
2024-11-21,2024,True,-74.0,-74.0
2024-11-22,2024,True,227.0,227.0
2024-11-25,2024,True,-188.0,-188.0
2024-11-26,2024,True,-74.0,-74.0
2024-11-27,2024,False,-253.0,0.0
2024-11-28,2024,False,35.0,0.0
2024-11-29,2024,False,103.0,0.0
2024-12-02,2024,False,297.0,0.0
2024-12-03,2024,True,-40.0,-40.0
2024-12-04,2024,True,94.0,94.0
2024-12-05,2024,True,-9.0,-9.0
2024-12-06,2024,True,-142.0,-142.0
2024-12-09,2024,True,56.0,56.0
2024-12-10,2024,True,-138.0,-138.0
2024-12-11,2024,True,-39.0,-39.0
2024-12-12,2024,True,103.0,103.0
2024-12-13,2024,True,-10.0,-10.0
2024-12-16,2024,True,-259.0,-259.0
2024-12-17,2024,True,-74.0,-74.0
2024-12-18,2024,True,168.0,168.0
2024-12-19,2024,True,102.0,102.0
2024-12-20,2024,True,-132.0,-132.0
2024-12-23,2024,True,338.0,338.0
2024-12-24,2024,True,-214.0,-214.0
2024-12-25,2024,True,-11.0,-11.0
2024-12-26,2024,True,-32.0,-32.0
2024-12-30,2024,True,-25.0,-25.0
2024-12-31,2024,True,43.0,43.0
2025-01-02,2025,True,-93.0,-93.0
2025-01-03,2025,True,42.0,42.0
2025-01-06,2025,True,387.0,387.0
2025-01-07,2025,True,-213.0,-213.0
2025-01-08,2025,True,-99.0,-99.0
2025-01-09,2025,True,-153.0,-153.0
2025-01-10,2025,True,-34.0,-34.0
2025-01-13,2025,True,-425.0,-425.0
2025-01-14,2025,False,156.0,0.0
2025-01-15,2025,True,-302.0,-302.0
2025-01-16,2025,True,-49.0,-49.0
2025-01-17,2025,True,-87.0,-87.0
2025-01-20,2025,True,97.0,97.0
2025-01-21,2025,True,-61.0,-61.0
2025-01-22,2025,True,98.0,98.0
2025-02-03,2025,False,-82.0,0.0
2025-02-04,2025,True,-97.0,-97.0
2025-02-05,2025,True,56.0,56.0
2025-02-06,2025,True,-65.0,-65.0
2025-02-07,2025,True,146.0,146.0
2025-02-10,2025,True,-78.0,-78.0
2025-02-11,2025,True,-56.0,-56.0
2025-02-12,2025,True,-114.0,-114.0
2025-02-13,2025,True,-36.0,-36.0
2025-02-14,2025,True,-159.0,-159.0
2025-02-17,2025,True,218.0,218.0
2025-02-18,2025,True,79.0,79.0
2025-02-19,2025,True,27.0,27.0
2025-02-20,2025,True,33.0,33.0
2025-02-21,2025,True,212.0,212.0
2025-02-24,2025,True,9.0,9.0
2025-02-25,2025,True,68.0,68.0
2025-02-26,2025,True,271.0,271.0
2025-02-27,2025,True,-178.0,-178.0
2025-03-03,2025,False,68.0,0.0
2025-03-04,2025,False,346.0,0.0
2025-03-05,2025,False,229.0,0.0
2025-03-06,2025,False,-228.0,0.0
2025-03-07,2025,False,21.0,0.0
2025-03-10,2025,False,-10.0,0.0
2025-03-11,2025,False,163.0,0.0
2025-03-12,2025,False,131.0,0.0
2025-03-13,2025,False,-525.0,0.0
2025-03-14,2025,False,-159.0,0.0
2025-03-17,2025,False,-3.0,0.0
2025-03-18,2025,False,-143.0,0.0
2025-03-19,2025,False,-210.0,0.0
2025-03-20,2025,False,129.0,0.0
2025-03-21,2025,False,-146.0,0.0
2025-03-24,2025,False,-142.0,0.0
2025-03-25,2025,False,-32.0,0.0
2025-03-26,2025,False,-104.0,0.0
2025-03-27,2025,False,-63.0,0.0
2025-03-28,2025,False,-147.0,0.0
2025-03-31,2025,False,-87.0,0.0
2025-04-01,2025,False,181.0,0.0
2025-04-02,2025,False,31.0,0.0
2025-04-07,2025,False,0.0,0.0
2025-04-08,2025,False,-406.0,0.0
2025-04-09,2025,False,-642.0,0.0
2025-04-10,2025,False,0.0,0.0
2025-04-11,2025,False,964.0,0.0
2025-04-14,2025,False,-309.0,0.0
2025-04-15,2025,False,213.0,0.0
2025-04-16,2025,False,-186.0,0.0
2025-04-17,2025,False,126.0,0.0
2025-04-18,2025,False,-50.0,0.0
2025-04-21,2025,False,-248.0,0.0
2025-04-22,2025,False,-148.0,0.0
2025-04-23,2025,False,304.0,0.0
2025-04-24,2025,False,-170.0,0.0
2025-04-25,2025,False,-107.0,0.0
2025-04-28,2025,False,0.0,0.0
2025-04-29,2025,False,174.0,0.0
2025-04-30,2025,False,58.0,0.0
2025-05-02,2025,False,189.0,0.0
2025-05-05,2025,False,-353.0,0.0
2025-05-06,2025,False,187.0,0.0
2025-05-07,2025,False,-59.0,0.0
2025-05-08,2025,False,100.0,0.0
2025-05-09,2025,False,199.0,0.0
2025-05-12,2025,False,51.0,0.0
2025-05-13,2025,False,-61.0,0.0
2025-05-14,2025,False,91.0,0.0
2025-05-15,2025,False,-82.0,0.0
2025-05-16,2025,False,46.0,0.0
2025-05-19,2025,False,-144.0,0.0
2025-05-20,2025,False,-214.0,0.0
2025-05-21,2025,False,200.0,0.0
2025-05-22,2025,False,38.0,0.0
2025-05-23,2025,False,-88.0,0.0
2025-05-26,2025,False,-65.0,0.0
2025-05-27,2025,False,-170.0,0.0
2025-05-28,2025,False,-168.0,0.0
2025-05-29,2025,False,-193.0,0.0
2025-06-02,2025,False,-110.0,0.0
2025-06-03,2025,False,-63.0,0.0
2025-06-04,2025,False,202.0,0.0
2025-06-05,2025,False,-36.0,0.0
2025-06-06,2025,False,-21.0,0.0
2025-06-09,2025,False,64.0,0.0
2025-06-10,2025,False,234.0,0.0
2025-06-11,2025,False,55.0,0.0
2025-06-12,2025,False,-63.0,0.0
2025-06-13,2025,False,-14.0,0.0
2025-06-16,2025,False,2.0,0.0
2025-06-17,2025,False,9.0,0.0
2025-06-18,2025,False,216.0,0.0
2025-06-19,2025,False,-116.0,0.0
2025-06-20,2025,False,18.0,0.0
2025-06-23,2025,False,123.0,0.0
2025-06-24,2025,False,189.0,0.0
2025-06-25,2025,False,21.0,0.0
2025-06-26,2025,False,-44.0,0.0
2025-06-27,2025,False,-76.0,0.0
2025-06-30,2025,False,-94.0,0.0
2025-07-01,2025,False,156.0,0.0
2025-07-02,2025,False,98.0,0.0
2025-07-03,2025,True,107.0,107.0
2025-07-04,2025,True,-304.0,-304.0
2025-07-07,2025,True,-13.0,-13.0
2025-07-08,2025,True,-102.0,-102.0
2025-07-09,2025,True,184.0,184.0
2025-07-10,2025,True,141.0,141.0
2025-07-11,2025,True,245.0,245.0
2025-07-14,2025,True,-119.0,-119.0
2025-07-15,2025,True,281.0,281.0
2025-07-16,2025,True,216.0,216.0
2025-07-17,2025,True,190.0,190.0
2025-07-18,2025,True,-88.0,-88.0
2025-07-21,2025,True,-6.0,-6.0
2025-07-22,2025,True,-251.0,-251.0
2025-07-23,2025,True,180.0,180.0
2025-07-24,2025,True,-90.0,-90.0
2025-07-25,2025,True,-26.0,-26.0
2025-07-28,2025,True,24.0,24.0
2025-07-29,2025,True,-163.0,-163.0
2025-07-30,2025,True,148.0,148.0
2025-07-31,2025,True,92.0,92.0
2025-08-01,2025,True,280.0,280.0
2025-08-04,2025,True,152.0,152.0
2025-08-05,2025,True,129.0,129.0
2025-08-06,2025,True,2.0,2.0
2025-08-07,2025,True,337.0,337.0
2025-08-08,2025,True,-142.0,-142.0
2025-08-11,2025,True,189.0,189.0
2025-08-12,2025,True,-20.0,-20.0
2025-08-13,2025,True,49.0,49.0
2025-08-14,2025,True,-87.0,-87.0
2025-08-15,2025,True,30.0,30.0
2025-08-18,2025,True,227.0,227.0
2025-08-19,2025,True,-38.0,-38.0
2025-08-20,2025,True,-433.0,-433.0
2025-08-21,2025,True,123.0,123.0
2025-08-22,2025,True,-127.0,-127.0
2025-08-25,2025,True,131.0,131.0
2025-08-26,2025,True,110.0,110.0
2025-08-27,2025,True,113.0,113.0
2025-08-28,2025,True,-130.0,-130.0
2025-08-29,2025,True,-134.0,-134.0
2025-09-01,2025,True,-112.0,-112.0
2025-09-02,2025,True,-118.0,-118.0
2025-09-03,2025,True,31.0,31.0
2025-09-04,2025,True,-63.0,-63.0
2025-09-05,2025,True,56.0,56.0
2025-09-08,2025,True,-37.0,-37.0
2025-09-09,2025,True,77.0,77.0
2025-09-10,2025,True,208.0,208.0
2025-09-11,2025,True,-146.0,-146.0
2025-09-12,2025,True,41.0,41.0
2025-09-15,2025,True,-51.0,-51.0
2025-09-16,2025,True,209.0,209.0
2025-09-17,2025,True,-105.0,-105.0
2025-09-18,2025,True,86.0,86.0
2025-09-19,2025,True,-179.0,-179.0
2025-09-22,2025,True,135.0,135.0
2025-09-23,2025,True,215.0,215.0
2025-09-24,2025,True,-139.0,-139.0
2025-09-25,2025,True,-94.0,-94.0
2025-09-26,2025,True,-275.0,-275.0
2025-09-30,2025,True,154.0,154.0
2025-10-01,2025,True,-49.0,-49.0
2025-10-02,2025,True,-28.0,-28.0
2025-10-03,2025,True,265.0,265.0
2025-10-07,2025,True,120.0,120.0
2025-10-08,2025,True,32.0,32.0
2025-10-09,2025,True,-105.0,-105.0
2025-10-13,2025,True,454.0,454.0
2025-10-14,2025,True,-551.0,-551.0
2025-10-15,2025,True,410.0,410.0
2025-10-16,2025,True,277.0,277.0
2025-10-17,2025,True,77.0,77.0
2025-10-20,2025,True,339.0,339.0
2025-10-21,2025,True,-67.0,-67.0
2025-10-22,2025,True,14.0,14.0
2025-10-23,2025,True,171.0,171.0
2025-10-27,2025,True,-59.0,-59.0
2025-10-28,2025,True,-231.0,-231.0
2025-10-29,2025,True,187.0,187.0
2025-10-30,2025,True,-32.0,-32.0
2025-10-31,2025,True,-47.0,-47.0
2025-11-03,2025,True,-40.0,-40.0
2025-11-04,2025,True,-293.0,-293.0
2025-11-05,2025,True,95.0,95.0
2025-11-06,2025,True,24.0,24.0
2025-11-07,2025,True,-47.0,-47.0
2025-11-10,2025,True,239.0,239.0
2025-11-11,2025,True,-369.0,-369.0
2025-11-12,2025,True,165.0,165.0
2025-11-13,2025,True,-58.0,-58.0
2025-11-14,2025,True,-109.0,-109.0
2025-11-17,2025,True,-91.0,-91.0
2025-11-18,2025,True,-337.0,-337.0
2025-11-19,2025,True,-206.0,-206.0
2025-11-20,2025,True,174.0,174.0
2025-11-21,2025,True,-264.0,-264.0
2025-11-24,2025,True,-90.0,-90.0
2025-11-25,2025,True,-122.0,-122.0
2025-11-26,2025,True,141.0,141.0
2025-11-27,2025,True,65.0,65.0
2025-11-28,2025,True,154.0,154.0
2025-12-01,2025,True,-246.0,-246.0
2025-12-02,2025,True,-113.0,-113.0
2025-12-03,2025,True,-50.0,-50.0
2025-12-04,2025,True,-42.0,-42.0
2025-12-05,2025,True,224.0,224.0
2025-12-08,2025,True,232.0,232.0
2025-12-09,2025,True,-130.0,-130.0
2025-12-10,2025,True,119.0,119.0
2025-12-11,2025,True,-490.0,-490.0
2025-12-12,2025,True,26.0,26.0
2025-12-15,2025,True,73.0,73.0
2025-12-16,2025,True,-6.0,-6.0
2025-12-17,2025,True,-22.0,-22.0
2025-12-18,2025,True,91.0,91.0
2025-12-19,2025,True,94.0,94.0
2025-12-22,2025,True,85.0,85.0
2025-12-23,2025,True,21.0,21.0
2025-12-24,2025,True,-93.0,-93.0
2025-12-26,2025,True,78.0,78.0
2025-12-29,2025,True,201.0,201.0
2025-12-30,2025,True,104.0,104.0
2025-12-31,2025,True,174.0,174.0
2026-01-02,2026,True,426.0,426.0
2026-01-05,2026,True,425.0,425.0
2026-01-06,2026,True,346.0,346.0
2026-01-07,2026,True,-93.0,-93.0
2026-01-08,2026,True,96.0,96.0
2026-01-09,2026,True,6.0,6.0
2026-01-12,2026,True,-16.0,-16.0
2026-01-13,2026,True,-193.0,-193.0
2026-01-14,2026,True,-18.0,-18.0
2026-01-15,2026,True,219.0,219.0
2026-01-16,2026,True,92.0,92.0
2026-01-19,2026,True,397.0,397.0
2026-01-20,2026,True,191.0,191.0
2026-01-21,2026,True,47.0,47.0
2026-01-22,2026,True,-19.0,-19.0
2026-01-23,2026,True,158.0,158.0
2026-01-26,2026,True,16.0,16.0
2026-01-27,2026,True,196.0,196.0
2026-01-28,2026,True,169.0,169.0
2026-01-29,2026,True,-237.0,-237.0
2026-01-30,2026,True,-209.0,-209.0
2026-02-02,2026,True,-278.0,-278.0
2026-02-03,2026,True,-125.0,-125.0
2026-02-04,2026,True,313.0,313.0
2026-02-05,2026,True,-63.0,-63.0
2026-02-06,2026,True,349.0,349.0
2026-02-09,2026,True,-173.0,-173.0
2026-02-10,2026,True,401.0,401.0
2026-02-11,2026,True,342.0,342.0
2026-02-23,2026,True,-222.0,-222.0
2026-02-24,2026,True,702.0,702.0
2026-02-25,2026,True,247.0,247.0
2026-02-26,2026,True,82.0,82.0
2026-03-02,2026,True,488.0,488.0
2026-03-03,2026,True,-693.0,-693.0
2026-03-04,2026,True,-627.0,-627.0
2026-03-05,2026,True,-272.0,-272.0
2026-03-06,2026,True,344.0,344.0
2026-03-09,2026,True,56.0,56.0
2026-03-10,2026,True,-546.0,-546.0
2026-03-11,2026,True,644.0,644.0
2026-03-12,2026,True,-148.0,-148.0
2026-03-13,2026,True,651.0,651.0
2026-03-16,2026,True,-210.0,-210.0
2026-03-17,2026,True,179.0,179.0
2026-03-18,2026,True,200.0,200.0
2026-03-19,2026,True,-345.0,-345.0
2026-03-20,2026,True,-250.0,-250.0
2026-03-23,2026,True,31.0,31.0
2026-03-24,2026,True,-509.0,-509.0
2026-03-25,2026,True,-148.0,-148.0
2026-03-26,2026,True,-415.0,-415.0
2026-03-27,2026,True,327.0,327.0
2026-03-30,2026,False,420.0,0.0
2026-03-31,2026,False,-21.0,0.0
2026-04-01,2026,True,353.0,353.0
2026-04-02,2026,True,-1189.0,-1189.0
2026-04-07,2026,True,-33.0,-33.0
2026-04-08,2026,True,345.0,345.0
2026-04-09,2026,True,-100.0,-100.0
2026-04-10,2026,True,318.0,318.0
2026-04-13,2026,True,177.0,177.0
2026-04-14,2026,True,321.0,321.0
2026-04-15,2026,True,-20.0,-20.0
2026-04-16,2026,True,324.0,324.0
2026-04-17,2026,True,-62.0,-62.0
2026-04-20,2026,True,-70.0,-70.0
2026-04-21,2026,True,341.0,341.0
2026-04-22,2026,True,56.0,56.0
2026-04-23,2026,True,-811.0,-811.0
2026-04-24,2026,True,925.0,925.0
2026-04-27,2026,True,-111.0,-111.0
2026-04-28,2026,True,-71.0,-71.0
2026-04-29,2026,True,-208.0,-208.0
2026-04-30,2026,True,-338.0,-338.0
2026-05-04,2026,True,591.0,591.0
2026-05-05,2026,True,99.0,99.0
2026-05-06,2026,True,-147.0,-147.0
2026-05-07,2026,True,11.0,11.0
2026-05-08,2026,True,-183.0,-183.0
2026-05-11,2026,True,-285.0,-285.0
2026-05-12,2026,True,-505.0,-505.0
2026-05-13,2026,True,231.0,231.0
2026-05-14,2026,True,-346.0,-346.0
2026-05-15,2026,True,-1270.0,-1270.0
2026-05-18,2026,True,607.0,607.0
2026-05-19,2026,True,-642.0,-642.0
2026-05-20,2026,True,-148.0,-148.0
2026-05-21,2026,True,506.0,506.0
2026-05-22,2026,True,246.0,246.0
2026-05-25,2026,True,682.0,682.0
2026-05-26,2026,True,-381.0,-381.0
2026-05-27,2026,True,308.0,308.0
2026-05-28,2026,True,-1332.0,-1332.0
2026-05-29,2026,True,630.0,630.0
2026-06-01,2026,True,552.0,552.0
2026-06-02,2026,True,-58.0,-58.0
2026-06-03,2026,True,150.0,150.0
2026-06-04,2026,True,-211.0,-211.0
2026-06-05,2026,True,-457.0,-457.0
2026-06-08,2026,True,736.0,736.0
2026-06-09,2026,True,1004.0,1004.0
2026-06-10,2026,True,-417.0,-417.0
2026-06-11,2026,True,598.0,598.0
2026-06-12,2026,True,-741.0,-741.0
2026-06-15,2026,True,-170.0,-170.0
2026-06-16,2026,True,-352.0,-352.0
2026-06-17,2026,True,621.0,621.0
2026-06-18,2026,True,299.0,299.0
2026-06-22,2026,True,953.0,953.0
2026-06-23,2026,True,-1214.0,-1214.0
2026-06-24,2026,True,-471.0,-471.0
2026-06-25,2026,True,-449.0,-449.0
2026-06-26,2026,True,-1336.0,-1336.0
2026-06-29,2026,True,751.0,751.0
2026-06-30,2026,True,630.0,630.0
2026-07-01,2026,True,-285.0,-285.0
2026-07-02,2026,True,399.0,399.0
